left_s,right_s
3.000000,9.399812
3.699979,14.699667
4.899958,16.999604
5.599938,18.099563
6.299917,19.499521
6.699896,20.599479
7.899875,21.999437
8.299854,22.699417
8.699833,23.899396
9.799792,25.099375
10.999771,26.299354
11.399750,26.999333
12.099729,30.999188
12.799708,32.199167
13.999688,34.999104
15.899646,36.599063
16.299625,37.299042
17.699583,37.999021
18.799542,40.098958
20.199500,41.498917
21.299458,43.898875
27.399313,44.598854
28.099292,44.998833
28.499271,47.298771
29.199250,47.998750
29.899229,48.398729
30.299208,48.798708
33.399146,51.198625
33.799125,52.398604
36.199083,53.598583
38.699000,54.298563
39.398979,54.998542
40.798938,56.398500
42.698896,57.098479
45.698813,62.298354
46.098792,63.898313
49.198687,64.598292
49.598667,64.998271
49.998646,65.398250
55.698521,66.098229
58.298458,67.298208
58.998438,67.698188
59.698417,68.798146
60.398396,69.498125
61.098375,72.598062
63.498333,80.397896
68.098167,81.097875
70.698104,82.997833
71.398083,83.797792
73.798042,84.897750
74.498021,87.997687
75.698000,89.197667
76.897979,91.997604
77.597958,94.297542
78.797938,96.197500
79.197917,98.497438
81.797854,98.897417
83.397813,101.297375
84.497771,102.497354
85.597729,102.897333
86.797708,103.297313
89.597646,104.097271
90.797625,107.897188
93.197583,110.297146
93.597562,111.897104
95.497521,112.297083
97.397479,112.997062
97.797458,114.097021
100.097396,119.096917
103.697292,120.996875
105.297250,124.096812
106.497229,126.396750
107.197208,126.796729
109.097167,129.196687
110.697125,130.296646
113.397042,134.496542
114.797000,135.696521
115.996979,136.796479
116.696958,137.196458
117.896938,137.896437
120.296896,138.296417
122.196854,140.296354
122.896833,140.996333
124.796792,142.196313
125.996771,142.896292
127.996708,144.096271
129.896667,146.696208
130.996625,148.596125
132.196604,149.796104
132.596583,151.296042
133.796562,152.896000
136.396500,155.595917
138.696396,155.995896
139.096375,156.795854
144.796250,157.995833
145.996229,158.795792
147.096188,159.495771
147.496167,160.895729
148.196146,163.295688
150.196083,163.695667
150.596062,164.895646
151.696021,166.395583
153.295979,168.595500
153.995958,169.695458
155.195938,170.095438
156.395875,171.695396
158.395813,175.095292
160.195750,175.495271
162.095708,176.195250
165.295625,178.995187
165.695604,179.395167
166.795562,180.195125
167.495542,181.395104
167.895521,183.695042
168.995479,186.994958
171.295417,187.694938
172.395375,188.894917
173.095354,189.594896
174.295333,190.294875
174.695312,190.994854
176.595229,192.194833
177.795208,195.894729
179.795146,197.294688
181.795083,198.894646
182.495062,200.694583
184.895021,202.994521
185.595000,203.694500
186.294979,204.894479
192.894813,206.894417
193.594792,208.494375
193.994771,210.794312
194.694750,214.594229
196.594708,215.794208
198.494667,216.494188
199.594625,217.694167
200.294604,218.394146
201.094562,219.994104
201.794542,220.394083
205.294458,221.594063
205.694437,223.894000
207.294396,224.993958
209.194354,226.193938
210.394333,228.093896
211.494292,228.793875
212.194271,230.393833
213.394250,231.093813
219.594125,232.993771
222.294042,234.193750
222.694021,234.593729
224.593979,235.293708
226.893917,235.993687
229.193854,236.693667
231.793792,237.893646
239.493604,239.093625
240.693583,242.093542
241.393563,243.293521
243.693500,244.893479
245.293458,246.493437
247.693417,250.093375
248.893396,250.493354
251.593312,250.893333
251.993292,255.093229
252.693271,257.993125
253.893250,259.193104
255.793208,260.393083
256.193188,261.193042
256.893167,264.792937
257.293146,265.192917
260.793063,265.892896
261.593021,267.892833
261.993000,269.292792
263.192979,269.992771
264.392958,271.592729
267.092875,273.492687
267.492854,274.192667
268.592812,275.392646
270.392750,275.792625
272.292708,276.992604
279.792542,277.392583
280.992521,278.592562
282.092479,281.692500
283.992437,283.292458
285.592396,284.392417
286.792375,287.192354
293.392229,288.392333
294.592208,289.092312
295.292188,289.792292
298.892125,290.992271
299.992083,292.192250
