left_s,right_s
3.399979,3.000000
5.299938,4.099958
5.999917,6.399896
7.599875,11.299771
8.299854,11.999750
8.999833,13.999688
9.699813,14.699667
10.099792,15.399646
13.199729,16.999604
13.599708,18.199583
16.599625,19.799542
18.599563,20.199521
21.699458,20.899500
22.399438,21.299479
25.199375,23.599417
25.899354,24.799396
27.099333,27.799312
28.499292,30.099250
29.699271,30.799229
31.899188,31.499208
32.299167,33.899125
33.499146,35.099104
36.999063,36.299083
38.499000,37.399042
39.598958,37.799021
40.798938,39.198979
43.498854,41.198917
46.498771,41.598896
47.698750,42.298875
50.098708,44.198833
50.498688,44.598813
51.198667,45.798792
52.298625,48.898729
53.498604,51.898646
54.198583,54.598562
55.298542,56.498521
57.198500,58.398479
59.598458,59.998438
63.498354,61.198417
66.498271,61.598396
67.198250,62.298375
72.698146,64.198333
73.098125,65.398313
74.298104,65.798292
77.798021,67.898229
80.597958,69.098208
81.297938,70.298187
81.697917,71.498167
82.097896,74.698083
83.497854,75.898062
84.197833,76.598042
87.597729,78.198000
88.797708,79.397979
89.997687,82.797875
91.597646,85.397813
92.797625,85.797792
94.397583,86.497771
95.497542,87.197750
95.897521,91.197667
97.097500,93.997604
97.497479,94.797562
101.797396,98.697458
103.397354,99.397437
105.697292,100.597417
106.397271,102.997375
107.097250,104.597333
108.297229,104.997313
109.497208,110.897167
110.197187,111.297146
113.797062,111.697125
114.497042,112.397104
115.697021,113.097083
117.996958,116.897000
120.396917,117.296979
123.496854,119.196938
124.196833,121.596896
126.096792,122.796875
127.296771,125.396812
128.896729,128.496750
129.996688,129.296708
132.596583,130.396667
132.996563,130.796646
133.796521,131.496625
136.096458,131.896604
136.496438,133.396542
137.996375,134.496500
139.196354,134.896479
141.496292,137.196417
144.596229,137.596396
144.996208,140.396333
145.696188,140.796312
146.396167,142.196271
150.596062,143.396250
151.296042,147.096146
151.696021,147.796125
152.895958,148.996104
154.095937,150.196083
155.295917,152.096000
161.695771,152.495979
162.395750,155.995896
164.795708,156.695875
167.195667,157.895854
168.395646,158.595833
169.095625,159.795813
169.795604,160.995792
171.695562,163.595729
174.295458,165.995688
176.795375,170.495583
177.195354,172.095542
182.495208,172.795521
183.695188,173.195500
184.395167,173.895479
184.795146,174.995438
186.395104,175.695417
188.795063,176.395396
189.595021,177.895333
189.995000,178.595313
190.794958,179.295292
193.094896,179.695271
193.794875,180.895250
195.994792,181.295229
197.194771,185.195125
198.794729,187.595083
199.994708,189.195042
201.794646,190.394979
202.494625,191.494937
204.394583,192.694917
204.794563,194.494854
205.994542,195.194833
206.694521,195.594812
207.494479,198.394750
208.194458,200.694687
208.894438,201.394667
209.294417,203.194604
209.994396,207.094500
211.094354,210.694375
212.694312,211.494333
218.194208,213.894292
225.494042,215.094271
226.894000,215.794250
228.093979,216.994229
228.493958,218.894187
230.393917,219.594167
230.793896,220.294146
231.193875,221.494125
233.593833,222.694104
235.793750,223.094083
238.093687,224.294062
239.893625,226.194021
243.093542,229.693938
244.293521,232.393854
247.393417,233.993812
248.993375,234.693792
250.893333,235.093771
252.093312,236.993729
252.493292,237.393708
253.693271,238.793667
254.393250,239.193646
256.193188,240.293604
258.593146,241.493583
259.793125,242.693563
260.193104,245.493500
261.393083,245.893479
262.793042,246.593458
265.092979,246.993437
266.492937,247.793396
267.192917,249.693354
268.292875,254.793229
268.992854,255.493208
272.292771,257.393167
272.692750,262.093062
274.292708,263.193021
274.992687,264.393000
276.192667,265.792958
278.292604,267.592896
280.592542,269.692833
281.792521,270.392812
282.892479,271.092792
284.092458,273.092729
285.292438,276.892646
285.692417,277.592625
286.092396,278.692583
286.492375,279.892562
287.192354,282.492500
289.792292,287.892333
291.392250,289.092312
292.492208,290.192271
292.892187,292.092229
293.592167,294.792146
295.492125,296.192104
296.592083,298.492042
297.792062,299.692021
