left_s,right_s
3.000000,4.099958
3.699979,9.499792
4.499937,10.199771
4.899917,12.999708
5.299896,14.099667
5.999875,15.299646
6.699854,16.899604
7.899833,17.599583
8.299812,18.799563
10.599750,19.499542
11.799729,20.699521
13.699687,23.099479
16.499625,24.299458
21.899500,24.699437
26.599396,25.899417
27.799375,28.499354
29.199333,29.899313
32.499250,31.099292
33.199229,31.799271
33.899208,35.299167
34.599187,36.499146
37.699125,38.099104
39.699062,38.499083
41.699000,40.099042
45.198896,40.499021
46.598854,42.398979
47.298833,43.098958
47.998812,43.798938
48.798771,44.498917
51.398708,45.898875
51.798687,48.398792
52.898646,49.998750
53.598625,50.698729
55.198583,52.198667
55.898562,54.798604
56.598542,59.698437
56.998521,61.298396
57.698500,63.198313
58.898479,63.898292
59.298458,71.298042
60.898417,72.398000
61.698375,75.497938
62.098354,76.197917
62.498333,77.997854
64.298271,79.597813
64.998250,80.297792
65.698229,80.697771
66.098208,81.097750
66.498188,81.797729
67.198167,84.897667
67.898146,85.597646
68.298125,85.997625
68.998104,87.597583
70.198083,88.297562
70.898062,90.097500
71.698021,90.497479
73.597979,92.797417
74.797958,95.397354
76.897896,96.597333
77.297875,97.797313
79.197833,98.497292
82.997708,99.697271
83.697688,101.297229
86.397604,106.197104
88.697542,110.397000
89.397521,110.796979
91.197458,114.796833
92.397437,115.996813
93.497396,116.396792
94.697375,117.096771
100.097250,118.996729
101.697208,119.696708
102.897188,122.796646
103.597167,125.496562
104.297146,126.196542
105.497125,127.396521
107.397083,128.596500
107.797062,131.396437
108.497042,134.096354
109.697021,135.296333
111.196958,138.296250
111.896938,138.696229
112.596917,139.396208
113.296896,141.696146
113.696875,142.096125
114.096854,143.296104
118.296750,143.996083
120.896687,144.696063
121.596667,145.896042
123.496625,147.796000
124.696604,148.195979
125.096583,149.995917
128.996479,151.895875
130.196458,152.295854
132.596417,152.995833
132.996396,154.095792
133.396375,154.495771
135.996312,156.495708
136.396292,157.195687
137.096271,157.895667
139.796188,159.795625
140.996167,162.795542
147.096021,164.195500
148.895958,165.395479
149.595937,169.795375
150.695896,171.395333
153.395813,172.095313
154.895750,174.895250
156.095729,176.495208
159.095646,178.795146
160.995604,180.195104
161.395583,181.395083
162.095562,181.795063
163.495521,182.495042
166.595458,183.595000
166.995438,183.994979
168.195417,185.094937
168.595396,186.694896
170.995354,187.894875
173.295292,188.994833
173.695271,192.694729
175.295229,193.394708
177.695188,197.994583
178.395167,200.494500
179.495125,202.894458
183.195021,204.294417
184.694958,204.694396
185.494917,206.294354
188.594854,207.794292
189.694813,210.794208
190.394792,211.494188
190.794771,212.594146
191.494750,214.494104
194.594687,215.694083
194.994667,216.094063
196.194646,217.994021
196.894625,219.194000
197.594604,219.893979
198.694562,221.693917
199.394542,222.893896
200.094521,223.293875
201.694479,224.493854
203.594437,225.893812
205.894375,228.293771
206.994333,231.493687
207.394313,232.693667
208.194271,233.893646
208.894250,234.293625
210.094229,235.393583
211.894167,238.193479
213.794125,239.793438
217.294042,241.993354
220.593958,242.693333
220.993937,243.093312
225.193833,243.793292
227.093792,244.493271
228.693750,244.893250
229.893729,245.593229
230.293708,246.293208
234.993604,249.093146
235.793563,250.993104
236.193542,252.893063
236.593521,253.293042
236.993500,254.493021
238.593458,255.292979
240.193417,256.392938
240.593396,256.792917
241.293375,258.692833
247.493188,261.092792
247.893167,263.092729
249.793125,265.492687
251.693083,265.892667
254.893000,266.992625
255.992958,267.392604
257.492896,267.792583
257.892875,268.992521
258.292854,270.192500
259.892812,270.892479
262.292771,272.292438
262.692750,273.492417
264.292708,274.692396
266.592646,275.392375
268.192563,276.992333
268.592542,277.692313
271.592458,278.392292
275.792354,278.792271
281.192229,279.992250
282.392208,283.092188
284.692146,284.292167
285.492104,285.092125
286.692083,287.092062
287.892021,287.492042
