left_s,right_s
3.000000,5.799938
3.399979,6.499917
4.599958,10.799833
7.699896,14.299750
8.399875,15.499729
9.599854,15.899708
11.199813,16.299688
12.399792,17.099646
13.099771,18.599583
16.699667,18.999562
17.799625,22.199479
18.199604,23.399458
20.199542,24.099438
21.399521,25.199396
21.799500,25.899375
24.499417,27.499333
26.299354,28.999271
27.899313,30.099229
28.299292,30.799208
29.399250,31.199188
31.599167,33.099104
32.299146,34.899042
32.699125,35.999000
33.799083,37.198979
34.199062,38.398958
35.299021,38.798938
39.498917,40.598875
39.898896,42.398812
41.298854,43.498771
41.998833,47.098667
42.798792,48.298646
44.698750,49.498625
45.098729,51.098583
45.498708,51.498562
45.898688,51.898542
50.698604,52.298521
52.998500,54.198479
57.998396,55.398458
59.498333,56.098438
59.898313,57.298417
62.498250,58.698375
63.198229,59.098354
64.798187,61.098292
65.498167,61.798271
65.898146,64.398208
66.298125,66.998104
67.698083,68.798042
68.398062,69.498021
70.897979,70.198000
71.297958,75.897833
71.997938,78.297792
73.197917,79.697750
73.897896,80.797708
74.297875,83.197667
75.497854,89.497438
77.097813,90.697417
78.997771,91.397396
80.097729,96.197271
81.997687,96.897250
83.897646,100.597146
84.297625,102.597083
84.697604,104.197042
85.097583,105.397021
85.497563,106.896958
86.697542,107.296937
87.097521,108.396896
87.497500,109.496854
88.697479,110.196833
89.097458,112.096792
91.797375,113.996750
92.197354,114.696729
93.397333,115.096708
93.797313,115.496687
94.997292,116.196667
97.597229,119.296562
98.797208,119.996542
99.497187,121.596500
99.897167,124.696438
100.997125,125.896417
101.397104,126.696375
102.997062,127.496333
105.797000,128.196313
106.496979,128.996271
107.696917,129.696250
108.796875,130.096229
111.396812,131.896167
112.796771,134.896083
116.596646,137.296042
117.296625,138.396000
117.696604,139.095979
118.896583,140.495937
120.396521,140.895917
122.296479,141.595896
123.496458,144.695833
126.296396,148.695750
127.096354,149.395729
128.596292,150.095708
130.496208,151.295688
131.196188,152.495667
132.596146,152.895646
133.796125,153.295625
134.496104,153.695604
136.096062,154.895583
137.696021,156.095521
139.795958,157.295500
142.795875,158.895458
143.995854,160.495417
145.895813,161.195396
147.095792,163.095354
148.295771,163.495333
155.295562,163.895312
155.695542,164.995271
157.695479,168.495187
159.295437,169.195167
161.895375,170.395146
164.295292,173.495083
165.395250,177.095021
166.595229,178.894958
167.795208,179.594937
171.095125,180.294917
172.295104,181.494896
174.695063,181.894875
175.895042,184.294833
177.795000,184.694813
178.194979,185.894792
183.094854,188.594708
186.594771,189.794646
187.794750,191.394604
188.194729,191.794583
188.994687,192.194562
189.394667,192.894542
190.994625,193.594521
195.894458,193.994500
196.594437,195.194479
197.694396,197.294417
200.094354,198.894375
201.494313,200.794333
201.894292,202.594271
203.794250,204.494229
205.694208,206.794167
206.394187,208.694125
207.994146,211.094083
209.894104,211.794062
212.494042,214.293979
212.894021,214.993958
213.594000,216.193938
218.093896,216.893917
219.693854,218.493875
220.393833,221.593813
222.693771,222.293792
223.393750,225.693688
224.093729,226.893667
225.293708,228.793583
227.293646,229.193563
227.693625,229.593542
228.093604,233.793438
230.793521,234.493417
231.993500,235.193396
232.693479,237.493333
233.093458,238.693312
235.893375,239.093292
237.093354,241.393229
239.793271,243.393167
240.993250,243.793146
241.793208,245.393104
242.993188,248.493042
244.193125,249.693021
246.593083,250.093000
247.293062,251.292979
254.092917,252.492958
255.292896,253.692937
257.192854,255.992875
258.792813,257.592833
259.992792,264.692646
260.392771,267.092604
261.092750,267.492583
261.492729,269.092542
261.892708,270.292521
263.092688,272.192479
263.492667,272.592458
265.892625,273.292438
268.692563,274.392396
271.492500,275.792354
273.692417,276.992333
275.092375,278.392292
277.692313,280.192229
279.092271,281.392208
279.792250,282.092188
284.792104,282.492167
285.992083,282.892146
287.192063,283.592125
288.292021,287.892042
289.492000,290.691979
