left_s,right_s
3.000000,3.399979
5.399917,4.599958
6.599896,4.999937
9.399792,6.999875
11.699729,7.399854
15.899625,7.799833
18.299583,8.999813
18.699562,9.799771
22.499479,10.999750
23.699458,12.899708
26.099417,13.599687
26.499396,13.999667
27.599354,14.699646
29.199313,17.099604
30.399292,19.399542
32.699229,20.099521
33.899208,21.299500
35.099187,24.899438
38.599104,27.199375
40.999063,28.799333
42.199042,30.799271
43.399021,31.999250
43.799000,36.299167
44.998979,36.999146
45.698958,37.399125
46.098937,39.799083
48.498896,47.298917
49.298854,48.898875
49.698833,50.398812
51.998771,50.798792
53.098729,52.698750
53.798708,55.598646
54.498688,58.598562
55.198667,61.998458
56.298625,62.698437
56.698604,64.098396
57.398583,64.498375
58.998542,64.898354
60.198521,67.298312
60.598500,69.198271
61.298479,70.298229
63.398417,73.098167
66.098333,73.798146
68.498292,74.998125
69.598250,76.098083
71.498208,76.798063
72.698188,78.398021
75.698104,79.098000
77.198042,83.897854
79.797979,84.997812
80.497958,86.497750
81.197937,87.197729
81.597917,87.897708
81.997896,88.297687
82.697875,89.897646
84.297833,92.197583
85.697792,92.597562
86.097771,93.297542
88.697667,95.297479
91.097625,97.797396
91.497604,98.497375
93.697521,99.197354
94.097500,100.597313
95.997458,102.897250
96.397437,103.997208
97.097417,106.697125
99.897333,107.397104
100.997292,109.697042
102.197271,110.397021
103.297229,111.597000
105.197187,112.396958
105.897167,112.796937
106.297146,114.996854
108.597083,115.696833
109.297062,117.596792
111.996979,118.396750
113.496917,119.596729
113.896896,119.996708
114.296875,120.696687
116.896812,121.896667
117.996771,122.596646
122.996625,126.296542
123.696604,129.096479
124.396583,130.496438
125.596563,134.796354
127.496521,135.196333
128.696500,135.996292
129.796458,136.796250
131.696417,139.096188
132.896396,140.696146
134.096375,141.096125
135.596313,141.496104
136.396271,142.696083
137.196229,143.396062
137.896208,146.496000
139.496167,146.895979
144.096042,147.595958
145.296021,148.295938
149.695896,148.995917
151.495833,150.395875
153.495771,150.795854
156.695687,151.895813
157.395667,153.095792
157.795646,154.695750
160.095583,155.895729
161.995542,156.295708
162.395521,158.495625
165.895438,159.695604
169.495375,161.295562
169.895354,163.095500
172.695292,164.295479
173.895271,164.695458
174.295250,167.095417
175.095208,168.295396
176.195167,170.295333
176.595146,171.495313
177.295125,174.695229
177.695104,175.495187
178.095083,178.795063
179.195042,180.795000
180.395021,181.194979
181.594958,182.994917
182.294938,186.094854
184.194896,187.694813
184.894875,188.094792
187.294833,188.794771
189.494750,190.194729
194.094625,190.594708
194.794604,191.794688
196.594542,192.494667
199.194479,193.694646
200.294437,195.194583
201.394396,195.894563
202.194354,197.294521
205.394271,197.994500
206.494229,199.894458
207.194208,200.994417
210.194125,201.794375
210.894104,202.594333
211.994063,202.994313
212.694042,204.194292
216.793917,206.094250
217.193896,207.894187
219.593854,208.594167
219.993833,209.794146
220.693813,211.294083
221.393792,213.394021
222.593771,214.094000
225.693708,214.793979
228.093667,215.193958
229.193625,215.593938
231.493562,218.393875
233.793500,223.293750
235.793438,224.493729
236.993417,226.893687
238.193396,228.793646
240.193333,230.393604
241.393313,231.093583
241.793292,232.693542
242.193271,233.393521
243.393250,234.193479
244.093229,234.593458
244.493208,238.593375
244.893188,238.993354
246.093167,247.293146
247.993125,248.693104
250.993042,249.893083
252.193021,250.593063
253.792979,253.393000
254.992917,254.192958
258.092854,254.592938
259.992813,255.692896
262.092750,256.892875
263.292729,258.792833
264.492708,260.692792
264.892688,261.392771
266.692625,265.592667
268.592583,265.992646
269.792562,267.392604
273.692458,270.192542
274.792417,270.592521
275.192396,271.792500
277.992333,272.492479
280.292271,274.092438
280.992250,276.392375
282.192229,276.792354
284.992167,278.392313
285.392146,279.592292
286.092125,283.392208
287.992083,284.592188
289.192063,287.292104
291.792000,289.892042
292.491979,290.592021
