left_s,right_s
4.899917,3.000000
6.299875,3.399979
6.699854,4.099958
7.899833,4.499937
8.599813,5.599896
9.299792,10.799729
9.999771,12.999646
10.399750,16.099583
11.499708,17.199542
12.199687,17.899521
12.599667,18.299500
13.699625,20.199458
14.899604,25.699313
16.499562,28.499208
19.499479,28.899188
20.599438,29.599167
21.799417,30.299146
22.199396,32.599083
23.399375,34.499042
23.799354,34.899021
24.999333,35.299000
26.099292,35.698979
26.499271,39.198896
26.899250,40.798854
28.099229,41.898812
30.999125,43.098792
31.399104,44.698750
33.799062,45.398729
36.898958,46.998688
38.098937,49.298625
38.798917,50.898583
40.398875,54.798479
41.498833,55.198458
43.498771,55.898438
46.598708,59.298333
47.698667,61.698292
48.898646,62.098271
50.498604,62.498250
51.598562,63.198229
51.998542,63.598208
53.198521,66.398146
53.598500,67.098125
56.598417,68.998083
56.998396,73.197979
57.698375,74.397958
58.898354,75.497917
60.498312,78.097813
64.798187,78.497792
65.198167,79.197771
67.798104,79.597750
70.198063,80.297729
70.898042,81.397688
71.598021,83.797646
71.998000,86.997563
74.797938,88.197542
75.897896,90.097500
76.597875,91.297479
76.997854,92.497458
77.397833,97.297375
80.697708,97.997354
82.597667,101.497271
84.997625,102.197250
85.397604,104.397167
86.597583,105.597146
89.397521,106.997104
93.697438,107.697083
94.897417,109.897000
96.097396,110.596979
99.197333,111.696938
100.397312,114.796875
100.797292,115.496854
102.597229,116.896812
103.297208,121.596708
103.697187,122.396667
106.297125,122.796646
108.397063,125.896583
108.797042,127.096563
109.497021,128.696521
110.996958,129.896500
112.896917,130.596479
113.596896,131.796458
116.196833,133.796396
117.596792,134.196375
118.796771,134.896354
119.996750,135.996312
120.396729,137.896271
121.996687,138.296250
123.496625,141.396187
124.696604,144.196125
128.296542,147.296063
132.196438,148.896021
133.396417,149.296000
135.596333,149.695979
136.696292,150.795938
139.496229,151.195917
140.196208,153.095875
142.596167,154.695833
143.796146,155.095812
145.396104,155.795792
146.096083,160.195687
148.496042,161.295646
150.395958,161.695625
152.395896,163.295583
153.495854,163.995563
156.195771,165.995500
157.395750,167.795437
158.595729,168.195417
159.795708,168.895396
160.595667,169.995354
162.895604,170.395333
164.395542,171.995292
164.795521,174.795229
166.695479,177.395167
167.095458,178.595146
169.595375,180.995104
170.795312,182.095063
172.395271,183.295042
173.595250,188.194917
175.495208,188.894896
176.195188,190.694833
179.795125,191.394813
181.695083,192.094792
184.495021,194.894729
185.195000,196.094708
185.894979,198.394646
187.094958,199.494604
187.494937,200.694583
189.594875,201.894563
190.294854,202.294542
193.294771,205.094437
193.694750,205.794417
196.794688,206.594375
197.194667,207.794354
199.094625,208.494333
202.694521,210.094292
203.894500,210.794271
204.294479,211.994250
204.694458,215.094188
206.194396,219.594083
208.894313,220.294062
213.194229,220.694042
214.394208,221.094021
215.794167,221.794000
216.994146,222.593958
217.694125,224.493917
218.394104,224.893896
222.193979,225.293875
223.793937,228.693771
226.493854,229.093750
226.893833,229.893708
227.593813,230.993667
228.293792,233.393583
229.493729,234.093562
230.593687,235.293542
231.393646,237.893479
232.593625,238.293458
232.993604,240.193417
235.993521,240.593396
236.693500,241.793375
238.993437,243.393333
242.993354,244.993292
243.793313,245.693271
247.693208,246.093250
248.093187,247.293229
249.493146,248.793167
249.893125,251.293083
250.593104,252.893042
251.693062,253.293021
255.092958,253.993000
257.392896,254.692979
259.792813,255.792937
261.692771,256.992917
263.592729,257.792875
264.692687,258.192854
265.092667,259.392833
267.892604,260.492792
269.792562,262.892750
270.192542,263.992708
272.492479,265.492646
274.492417,266.692625
274.892396,268.592583
275.592375,270.592521
276.792354,271.792500
277.992333,272.892458
278.392313,273.292438
283.092208,279.592292
284.192167,280.792271
284.592146,281.192250
286.192104,282.392229
286.592083,283.792188
287.692042,284.992125
288.092021,286.992062
