left_s,right_s
3.399979,3.000000
7.599875,3.799958
9.499833,4.499937
14.899708,5.199917
15.299687,6.399896
16.499667,8.799854
16.899646,10.699813
18.699583,11.899792
19.899562,12.599771
24.899458,13.799750
26.099396,14.499729
26.799375,17.299625
27.199354,17.999604
29.599312,20.599542
32.599229,21.799521
34.199188,22.999500
36.799083,23.699479
37.199062,25.299437
38.399042,25.699417
39.099021,28.399333
40.198979,30.799292
42.998917,31.499271
45.998833,31.899250
47.198813,33.799208
49.998750,34.599167
50.698729,34.999146
52.298687,35.699125
53.498667,36.099104
53.898646,39.499000
56.998583,40.598958
57.698563,41.798938
59.298521,44.198896
63.698417,44.598875
65.998354,45.298854
68.398313,48.398792
70.298271,49.598771
71.698229,51.098708
74.498167,55.098625
75.198146,55.798604
75.898125,58.898542
77.298083,60.498500
78.398042,61.698479
78.798021,62.098458
79.498000,63.298437
80.697979,64.098396
81.897958,64.798375
83.097938,67.198333
84.297917,69.098292
86.197875,70.998250
88.097833,72.898208
92.897750,74.098187
94.097688,76.598104
95.297667,77.998063
96.497646,84.997896
98.397604,87.397854
100.297562,89.297813
100.697542,90.497792
104.697458,91.697771
105.897437,93.297729
108.297396,93.697708
108.997375,97.197625
110.197354,99.097583
110.597333,101.897521
111.297313,103.097500
113.197271,103.497479
114.397250,107.097417
116.797208,112.497292
117.997187,115.597229
118.697167,121.097125
119.897146,123.697063
122.297104,125.697000
122.997083,126.796958
124.097042,127.196938
125.297021,127.596917
126.096979,133.296750
128.796896,134.096708
129.196875,136.396646
129.596854,137.996604
130.296833,139.796542
130.696812,140.996521
131.396792,142.196500
132.596771,147.396396
133.696729,148.596375
135.296687,149.296354
135.996667,155.196229
137.596625,156.296188
138.696583,157.696146
139.396562,159.596104
143.396479,160.796083
144.596458,161.596042
144.996438,162.796021
146.196417,163.496000
149.696333,163.895979
150.896312,165.095958
152.096292,165.795938
152.796271,167.395896
153.996250,172.895792
155.596208,174.095771
156.996167,175.295750
158.896125,176.495729
161.196063,178.095687
166.195917,178.495667
168.595875,179.195646
169.795854,179.895625
170.995833,181.495583
171.695812,181.895563
176.895708,182.295542
180.295604,182.695521
183.895500,185.095479
185.495458,186.195437
187.995375,186.595417
190.295312,187.295396
190.695292,189.195354
192.595250,189.895333
192.995229,191.895271
193.695208,194.395187
195.595167,196.795104
195.995146,202.694979
196.395125,203.394958
197.495083,204.094937
198.695063,205.294917
199.095042,210.694792
200.295021,211.094771
201.495000,212.694729
206.494896,213.094708
207.194875,214.294688
207.594854,215.394646
208.794833,217.794604
209.494812,220.394500
211.494750,221.594479
214.694667,222.994438
216.594625,227.194333
218.494583,229.094292
218.894563,230.294271
219.594542,232.994188
219.994521,233.694167
222.294458,235.294125
223.694417,236.494104
224.394396,237.694083
224.794375,238.094063
225.994354,238.494042
227.894313,239.694021
230.694250,240.394000
231.094229,241.493958
232.294208,242.193938
234.094146,246.393833
241.093979,248.293792
242.893917,252.093708
244.093896,253.193667
245.293875,255.493604
245.993854,256.693583
247.593813,257.093563
249.493771,257.493542
250.693750,260.693458
251.393729,261.893438
252.493687,262.693396
254.393646,263.893375
254.793625,265.493333
257.893521,267.393292
259.093500,268.193250
260.293479,269.393229
262.293417,270.593208
265.093354,271.793187
266.693312,273.693146
267.793271,275.293104
272.493167,276.493083
274.093125,276.893062
277.293042,279.892979
277.993021,281.492896
279.193000,282.592854
280.292958,285.392792
280.692938,285.792771
281.092917,287.192729
281.892875,290.492646
283.792833,291.192625
284.192813,292.992563
286.492750,294.592521
287.892708,295.792500
288.592688,296.192479
289.792667,297.392458
291.892604,298.592438
