left_s,right_s
4.399958,3.000000
4.799938,3.699979
5.199917,9.199833
6.399896,11.099792
7.599875,12.699750
8.799854,14.599708
9.899812,15.799687
12.299771,17.899625
13.399729,18.299604
16.499667,18.699583
17.199646,19.899562
24.199479,20.599542
24.599458,21.799521
25.699417,22.999500
27.299375,25.299437
27.999354,26.099396
28.699333,29.899313
31.099292,32.299271
33.899229,32.699250
36.199167,34.299208
37.299125,34.999187
37.999104,36.899146
39.899062,38.699083
41.099042,41.499021
43.398979,42.199000
44.998937,44.598958
46.198917,46.898896
47.298875,48.498854
49.198833,50.298792
49.898812,50.998771
51.398750,51.798729
52.498708,53.698687
54.098667,55.498625
54.798646,57.398583
56.198604,59.698521
58.598562,60.498479
59.298542,60.898458
60.098500,62.098438
62.798417,63.198396
63.598375,65.498333
64.798354,69.798250
66.698313,71.698208
67.898292,72.898188
69.098271,74.098167
70.998229,74.798146
77.398083,75.998125
78.998042,76.698104
79.698021,78.598062
81.097979,80.398000
82.897917,81.797958
83.597896,82.497938
85.897833,84.797875
88.297792,85.497854
90.597729,87.097813
93.597646,88.697771
99.797479,89.897750
100.997458,91.297708
102.897417,91.997687
103.597396,92.397667
104.997354,94.797625
107.597292,95.197604
108.397250,96.397583
109.597229,97.097562
113.097146,98.297542
114.297125,98.997521
115.697083,99.397500
116.097063,102.197438
119.197000,104.297375
120.296958,105.697333
120.996938,106.897312
123.296875,107.997271
124.496854,110.797208
124.896833,111.197187
125.296813,112.397167
129.096688,114.997104
129.496667,116.797042
131.796604,117.997021
133.696562,119.896979
134.396542,122.196917
134.796521,122.596896
136.696479,125.996792
138.796417,126.396771
139.996396,126.796750
141.596354,127.196729
142.796333,128.396708
145.196292,129.896646
145.896271,131.096625
150.596167,132.996583
154.096062,135.496500
155.596000,137.396458
156.295979,138.096438
156.695958,140.396375
159.295896,143.996312
160.495875,147.096250
160.895854,148.296229
164.395771,149.496208
166.995708,150.196188
169.695625,151.296146
170.895604,151.996125
171.695562,152.696104
172.895542,153.396083
174.095521,154.496042
175.295500,154.896021
175.695479,157.895938
176.895458,158.595917
178.095438,162.095833
179.295417,162.495812
180.395375,163.195792
182.695312,165.595750
184.295271,166.295729
187.795187,167.695687
188.895146,168.095667
192.495083,169.295646
197.794938,171.295583
199.394896,179.995396
199.794875,181.095354
201.694833,182.295333
202.794792,183.095292
203.194771,185.495250
203.894750,186.195229
204.694708,187.395208
208.094604,188.495167
211.194542,190.095125
211.594521,191.295104
213.894458,193.195063
215.094437,194.395042
215.494417,195.595021
217.794354,195.995000
218.194333,196.394979
218.894313,197.094958
220.094292,198.994917
220.894250,200.494854
222.494208,202.094812
223.694187,204.294729
229.294042,205.094687
229.994021,206.294667
237.593875,206.994646
239.893812,207.694625
240.593792,209.294583
241.793771,210.494563
242.193750,211.994500
243.593708,212.694479
245.893646,216.694396
248.993583,217.394375
250.193563,220.494271
252.793500,222.094229
253.193479,224.894167
253.993437,225.594146
255.893396,226.794125
256.293375,227.494104
257.893333,228.194083
258.593313,228.594063
259.293292,231.194000
260.493271,232.393979
261.193250,232.793958
261.593229,233.993937
261.993208,235.193917
263.093167,236.393896
264.193125,238.793854
264.893104,239.193833
266.093083,242.893729
267.293063,244.793688
268.393021,245.193667
269.593000,246.593625
270.292979,247.793604
270.692958,251.393542
272.092917,252.093521
272.792896,253.593458
273.992875,254.693417
275.392833,257.493354
277.292792,262.693188
277.992771,263.793146
279.192750,267.693042
279.892729,271.392938
281.892667,274.692854
282.292646,276.092812
284.192604,281.092708
284.592583,281.492687
284.992563,283.492625
285.692542,286.892521
288.792479,287.592500
291.792396,289.492458
292.992375,290.192437
294.192354,291.392417
295.592312,294.892333
296.792292,298.692250
