story_a_side,story_b_side,story_a_voice,story_b_voice,condition_label,ordered,target,target_label,thisN,thisTrialN,thisRepN,condition_trials.thisRepN,condition_trials.thisTrialN,condition_trials.thisN,condition_trials.thisIndex,key_resp_prompt.keys,key_resp_prompt.rt,key_resp_prompt.duration,bip_trials1.thisRepN,bip_trials1.thisTrialN,bip_trials1.thisN,bip_trials1.thisIndex,thisRow.t,notes,selected_rows,Instructions.started,key_instructions.started,text_instructions.started,Instructions.stopped,key_instructions.keys,key_instructions.rt,key_instructions.duration,ConditionPrompt.started,text_prompt.started,key_resp_prompt.started,ConditionPrompt.stopped,condition_trials.key_resp_prompt.keys,condition_trials.key_resp_prompt.rt,condition_trials.key_resp_prompt.duration,Bips.started,bip.started,fixation_bip.started,bip.stopped,fixation_bip.stopped,final_silence.started,final_silence.stopped,Bips.stopped,time_audiobook_started,Listening.started,polygon.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,"[3, 1, 2, 0, 4]",0.07761289994232357,2.0077296999515966,2.0077296999515966,3.743255599983968,space,1.7303549000062048,None,,,,,,,,,,,,,,,,,,,pilot,001,2026-01-08_10h53.59.107,dichotic_listening_noprobe,,2025.2.3,59.85038598069101,2026-01-08 10h54.01.670720 -0300,
left,right,M,F,FR_ML,True,Right,B,9,0,9,0,0,0,0,,,,9,0,9,0,13.54024160001427,,,,,,,,,,3.7502210999373347,3.756011900026351,3.756011900026351,4.240257999976166,space,0.4700343000004068,None,13.525539599941112,13.539718066637095,13.54024160001427,14.073185899993405,14.073185899993405,14.073185899993405,14.57311330002267,14.557504000025801,1.0332184000872076,14.558333299937658,14.57311330002267,,,,,,,,,
